thr_YES,thr_NO,thr_TBD,macro_f1,fallback_mode
0.1,0.5,0.5,0.82064,argmax
0.1,0.5,0.5444444444444445,0.820837,argmax
0.1,0.5,0.5888888888888889,0.819112,argmax
0.1,0.5,0.6333333333333333,0.817052,argmax
0.1,0.5,0.6777777777777778,0.81609,argmax
0.1,0.5,0.7222222222222222,0.815344,argmax
0.1,0.5,0.7666666666666667,0.814245,argmax
0.1,0.5,0.8111111111111111,0.81122,argmax
0.1,0.5,0.8555555555555555,0.807994,argmax
0.1,0.5,0.9,0.805009,argmax
0.1,0.5444444444444445,0.1,0.821392,argmax
0.1,0.5444444444444445,0.14444444444444446,0.821392,argmax
0.1,0.5444444444444445,0.18888888888888888,0.821392,argmax
0.1,0.5444444444444445,0.23333333333333334,0.821392,argmax
0.1,0.5444444444444445,0.2777777777777778,0.821489,argmax
0.1,0.5444444444444445,0.32222222222222224,0.821182,argmax
0.1,0.5444444444444445,0.3666666666666667,0.821475,argmax
0.1,0.5444444444444445,0.4111111111111111,0.820938,argmax
0.1,0.5444444444444445,0.4555555555555556,0.821454,argmax
0.1,0.5444444444444445,0.5,0.820811,argmax
0.1,0.5444444444444445,0.5444444444444445,0.821008,argmax
0.1,0.5444444444444445,0.5888888888888889,0.819288,argmax
0.1,0.5444444444444445,0.6333333333333333,0.817234,argmax
0.1,0.5444444444444445,0.6777777777777778,0.816274,argmax
0.1,0.5444444444444445,0.7222222222222222,0.81553,argmax
0.1,0.5444444444444445,0.7666666666666667,0.814434,argmax
0.1,0.5444444444444445,0.8111111111111111,0.811415,argmax
0.1,0.5444444444444445,0.8555555555555555,0.808197,argmax
0.1,0.5444444444444445,0.9,0.805218,argmax
0.1,0.5888888888888889,0.1,0.820962,argmax
0.1,0.5888888888888889,0.14444444444444446,0.820962,argmax
0.1,0.5888888888888889,0.18888888888888888,0.820962,argmax
0.1,0.5888888888888889,0.23333333333333334,0.820963,argmax
0.1,0.5888888888888889,0.2777777777777778,0.821353,argmax
0.1,0.5888888888888889,0.32222222222222224,0.820547,argmax
0.1,0.5888888888888889,0.3666666666666667,0.82083,argmax
0.1,0.5888888888888889,0.4111111111111111,0.820054,argmax
0.1,0.5888888888888889,0.4555555555555556,0.82084,argmax
0.1,0.5888888888888889,0.5,0.820203,argmax
0.1,0.5888888888888889,0.5444444444444445,0.820401,argmax
0.1,0.5888888888888889,0.5888888888888889,0.818688,argmax
0.1,0.5888888888888889,0.6333333333333333,0.816641,argmax
0.1,0.5888888888888889,0.6777777777777778,0.815685,argmax
0.1,0.5888888888888889,0.7222222222222222,0.814945,argmax
0.1,0.5888888888888889,0.7666666666666667,0.813855,argmax
0.1,0.5888888888888889,0.8111111111111111,0.810844,argmax
0.1,0.5888888888888889,0.8555555555555555,0.807636,argmax
0.1,0.5888888888888889,0.9,0.804665,argmax
0.1,0.6333333333333333,0.1,0.820002,argmax
0.1,0.6333333333333333,0.14444444444444446,0.820002,argmax
0.1,0.6333333333333333,0.18888888888888888,0.820002,argmax
0.1,0.6333333333333333,0.23333333333333334,0.820097,argmax
0.1,0.6333333333333333,0.2777777777777778,0.82048,argmax
0.1,0.6333333333333333,0.32222222222222224,0.819666,argmax
0.1,0.6333333333333333,0.3666666666666667,0.819715,argmax
0.1,0.6333333333333333,0.4111111111111111,0.819508,argmax
0.1,0.6333333333333333,0.4555555555555556,0.820301,argmax
0.1,0.6333333333333333,0.5,0.819669,argmax
0.1,0.6333333333333333,0.5444444444444445,0.819866,argmax
0.1,0.6333333333333333,0.5888888888888889,0.818158,argmax
0.1,0.6333333333333333,0.6333333333333333,0.816116,argmax
0.1,0.6333333333333333,0.6777777777777778,0.815163,argmax
0.1,0.6333333333333333,0.7222222222222222,0.814425,argmax
0.1,0.6333333333333333,0.7666666666666667,0.813337,argmax
0.1,0.6333333333333333,0.8111111111111111,0.810332,argmax
